Date,Inflation,GDP,Exchange Rate,Interest,Liquidity
2010-05-31,0.237859799840972,122.84054139441,96.4804677442907,1.5,71521.410022235
2010-06-30,0.25084872902545,122.952124694629,95.4411949315005,1.75,72569.945612216
2010-07-31,0.363955387679499,121.715583387811,95.9340530824383,2,76148.354871225
2010-08-31,0.268515340301766,119.43656195162,95.7387875510301,2.5,80589.149419045
2010-09-30,-0.0320081184717505,122.177647930979,96.5314646472745,3,82315.446116865
2010-10-31,-0.141721635707217,123.72453697766,98.9932139229802,3,83067.886718365
2010-11-30,0.0079054058141417,123.654532316943,99.733971485121,3,84755.027366015
2010-12-31,0.178465894473198,131.945489530476,99.9524589001692,3,89051.96883205
2011-01-31,0.390436430112132,116.302741541174,99.8811400669405,3.25,87499.1018
2011-02-28,0.38232131500092,114.737766544787,100.017395122461,3.5,88676.63499742
2011-03-31,0.70246827579307,124.776562514662,100.530414576226,3.75,89281.9528687
2011-04-30,0.680913006312609,126.25744448581,102.668257216045,4,87161.4760796
2011-05-31,-0.023705939231349,129.648241281491,101.600238856739,4.25,87484.55741783
2011-06-30,0.0991430632533504,126.617366035537,101.565118066163,4.25,87199.7682311
2011-07-31,0.792952335352793,129.097719374522,100.748972196582,4.25,91491.74334107
2011-08-31,0.26581819673157,127.177016700388,100.786874784953,4.25,91661.47931937
2011-09-30,0.334184450724357,128.170148235962,99.3794126459668,4.25,92965.47562782
2011-10-31,0.314850475426423,129.23834053294,98.0546953774512,4.25,93248.7401535
2011-11-30,0.431423021984299,129.518543102295,96.4416501614852,4.25,94708.8220392
2011-12-31,0.270908693685631,143.381082669266,95.2642619920789,4.25,101248.230117
2012-01-31,-0.101321658058542,122.643043282476,96.3517716480847,4.25,101880.17408031
2012-02-29,0.32490889268749,122.831990691078,97.1206430804803,4.25,104046.20610587
2012-03-31,0.766016269027565,132.084617429847,95.8167618467971,4.25,106808.74373155
2012-04-30,0.531540157871349,130.294040845443,94.7321103305847,4.25,108764.42764261
2012-05-31,0.03926077503556,138.616161129596,93.9347270008011,4.25,110737.73754721
2012-06-30,-0.0366953058830012,136.159646911252,92.9790093927254,4.25,109480.02469178
2012-07-31,0.0903588612568951,138.46068321796,91.8784994107105,4.25,110763.6368357
2012-08-31,0.508401059841231,136.158276846841,91.4385116380182,4.25,112657.65977909
2012-09-30,0.542706494983504,136.815840196687,91.5506971851382,4.25,114877.90941542
2012-10-31,-0.163323292399981,138.823100912428,91.6449682870893,4.25,118329.02508878
2012-11-30,-0.137468673524668,137.36970656224,91.7455928902571,4.25,121659.96235384
2012-12-31,0.258775005035199,148.291937606082,90.9085635916073,4.25,126199.08974557
2013-01-31,0.115417675695559,130.559992685857,90.9324516250911,4.25,129381.14373206
2013-02-28,-0.0899999999999897,129.079383033107,92.5412806585679,4.25,133398.58094958
2013-03-31,0.908826029924648,136.716103261567,91.5638296601003,4.25,132895.80379549
2013-04-30,0.252386434513867,141.786854263316,91.7066086349031,4.25,132915.12506444
2013-05-31,0.193585595743532,144.525170085063,93.0168006676868,4.25,132915.23133818
2013-06-30,0.261797703601153,144.131522429327,96.0944508004635,4.25,132479.56750916
2013-07-31,0.548478702276045,145.815158918084,96.2653040217274,4.25,134493.78616935
2013-08-31,0.54290503863184,143.654379670487,96.7409357464107,4.25,133073.96539439
2013-09-30,0.108780375955996,143.469503554971,96.534858927129,4.25,131517.1955229
2013-10-31,0.0382722950763035,147.44202969723,97.1166830114299,4.25,132660.78009618
2013-11-30,-0.218243304450852,147.373533984173,97.7674537599917,4,132996.41786576
2013-12-31,0.165817500674368,158.721291667986,97.3617608666354,4,135555.39628432
2014-01-31,0.316846515378193,136.079802233256,97.975855729622,4,132063.50181163
2014-02-28,0.60083869624388,135.801560872472,97.6720402223053,4,132372.99562273
2014-03-31,0.518558879929413,144.114837672392,97.2437407984309,4,132344.85052643
2014-04-30,0.393222043698289,145.93095375877,96.9218171317132,4,132350.85564164
2014-05-31,0.225030490782512,148.268520111495,96.8101620389647,4,133882.60557386
2014-06-30,0.159177501068276,144.676064849711,96.8954792250018,4,135600.82169087
2014-07-31,0.433312575620032,147.929033166191,96.2002190418914,3.75,138143.5262341
2014-08-31,-0.0856196342018747,145.598328396295,96.8552365516544,3.75,138793.92201963
2014-09-30,0.160502508704002,147.304981967072,97.8872522469425,3.5,136631.4035412
2014-10-31,0.378858336021168,150.794566036781,98.2603804312067,3.5,137941.99986565
2014-11-30,-0.149460647587778,147.606279774666,97.9668010773712,3.5,138654.84783693
2014-12-31,0.228891578078382,159.982899480685,98.070259288043,3.5,145503.22236224
2015-01-31,0.170295685735701,138.204498202026,98.5421871782286,3.25,141933.7242309
2015-02-28,0.30346893023652,137.477202190862,100.62729239808,3.25,140609.41233167
2015-03-31,0.764664131404038,148.34699289631,98.8959612656073,3.25,138927.67463796
2015-04-30,0.390506491415774,152.057063495299,100.017007795158,3.25,139137.78071525
2015-05-31,0.564365427803757,150.170961516218,101.146472095423,3.25,138143.87990124
2015-06-30,0.332341348473706,150.586503927201,100.86449489172,3.25,138018.08204637
2015-07-31,0.450786388967827,153.258350980469,100.351503091926,3.25,140803.65481401
2015-08-31,0.377226121085694,149.484690625058,99.78189988126,3.25,137167.18247532
2015-09-30,0.0275381794493309,152.000860825852,98.2966531157509,3.5,137077.63808944
2015-10-31,0.142799384312569,155.730682873871,99.5905326304143,3.5,139502.21892053
2015-11-30,0.344071735952856,153.424811928952,101.023155833155,3.5,141316.88607007
2015-12-31,0.445721499061671,170.392438282989,101.145528879937,3.75,148398.93225415
2016-01-31,0.37252021115541,143.098357202023,101.199062344235,4,145452.94158185
2016-02-29,0.174091242706681,146.309196635533,104.419825508109,4.25,146047.48576064
2016-03-31,0.598118099213,153.61243192688,102.205746784034,4.25,144548.04807954
2016-04-30,0.0114065609758854,156.263690478061,100.358123469969,4.25,147220.15299557
2016-05-31,0.209563738332199,157.48954903612,100.68037271761,4.25,149275.32050687
2016-06-30,0.139508528737671,155.975301304685,99.7808899854822,4.25,149835.46699026
2016-07-31,0.081747041914584,158.745901849584,98.9096800171517,4.25,159175.47576732
2016-08-31,0.358285853821853,158.115555861394,100.281080212041,4.25,161245.76984059
2016-09-30,0.206464092392192,158.854564848149,101.578499553927,4.25,161693.12073509
2016-10-31,0.413354520523768,159.126757232709,100.623189015134,4.25,160326.59871864
2016-11-30,0.290064059118052,158.822599181097,99.3140471752234,4.25,162308.09490402
2016-12-31,0.33419524609934,176.321093387719,97.8063581269551,4.25,165423.89277803
2017-01-31,0.237843060107308,150.276432717465,97.0372830250582,4.25,165307.18967167
2017-02-28,0.323171371975582,147.461285670951,95.2529803869672,4.25,165107.30773497
2017-03-31,1.30455818519093,155.400167035249,93.9973491722959,4.25,165556.95884138
2017-04-30,-0.258053478882145,156.751508478455,94.3556474482799,4.25,164975.73111821
2017-05-31,-0.423337988013419,163.251277944792,95.6561384089786,4,167165.6585383
2017-06-30,-0.159198769026384,162.167774708857,96.3305107468976,4,168565.03464669
2017-07-31,0.198285823750627,162.286309678345,96.3923993151447,3.75,170004.54398893
2017-08-31,0.672225629676554,162.638412476959,97.0436062383582,3.75,172548.32597103
2017-09-30,-0.0157699757397503,164.1810899832,98.4623811332696,3.5,178422.72167441
2017-10-31,-0.469245219484567,164.870806680147,98.26690460131,3.5,179655.10839983
2017-11-30,-0.197237337488294,162.050069285228,98.0097411948125,3.25,182051.12532612
2017-12-31,0.156851858043552,178.822860937088,98.5389660495385,3.25,186976.59715848
2018-01-31,0.127417107488591,154.592875234452,99.8897370735241,3,189130.82683392
2018-02-28,0.250220520720826,151.463758042883,102.264018320988,3,189109.77071356
2018-03-31,0.487124356837782,161.431967543862,101.256509048797,2.75,187291.85616273
2018-04-30,-0.137073083858309,169.423665829414,100.826685530576,2.75,185719.89963319
2018-05-31,0.0184551804113629,174.2009640499,100.396167104797,2.75,185512.83020938
2018-06-30,0.334058214668909,165.527593034563,98.9595190727737,2.75,186875.15902027
2018-07-31,0.382785985925354,166.517233721098,97.2789030945558,2.75,190384.77519047
2018-08-31,0.131767259402052,166.411982745936,96.8119036065109,2.75,192957.29256157
2018-09-30,0.191681610790045,168.105434901606,97.1407211368967,2.75,193052.5490081
2018-10-31,0.0816835303769421,171.60453435013,97.4550272796668,2.75,193787.1218886
2018-11-30,0.122438003210824,170.249555667477,97.9332176306264,2.75,197561.81042896
2018-12-31,0.181777270585084,187.243182650937,97.6608580075859,2.75,203589.18559941
2019-01-31,0.0653322898985492,157.193197527055,98.23451752407,2.75,203336.26316985
2019-02-28,0.126761453780625,154.617113293077,98.3748960901039,2.75,202959.53838262
2019-03-31,0.727552259105356,166.89749978886,97.239105948739,2.75,204963.11443983
2019-04-30,0.200080537447719,169.417386054755,97.1484288132676,2.75,203230.38726196
2019-05-31,0.14761382269664,175.401831131757,96.6111597766335,2.75,204344.6075451
2019-06-30,-0.0862718704256484,170.192831247473,96.7594025245565,2.75,204791.36121697
2019-07-31,0.203336703292959,173.06173485187,96.1305429651756,2.75,209608.99578673
2019-08-31,0.0609772736582818,172.594321427108,97.0397203489724,2.5,212515.43390091
2019-09-30,0.0063829985801787,172.360592193133,96.2557554611789,2.5,211325.44038695
2019-10-31,0.110725430948253,176.250970775075,97.0809740627894,2.5,213148.9722517
2019-11-30,0.108910232526761,174.183397196694,97.6276029590521,2.25,217980.97619599
2019-12-31,0.214521161156722,189.566260025411,97.2560063431381,2.25,222036.18253434
2020-01-31,0.0538080667322616,162.385738087125,97.673814204808,2.25,227547.64079974
2020-02-29,0.142172034360178,161.698428179546,98.6452903271613,2.25,227972.03308043
2020-03-31,0.645999987966259,137.513514528,98.7427626678962,1.25,231591.78971623
2020-04-30,0.104582684852522,102.875343532707,94.267831961965,0.25,242421.86970286
2020-05-31,0.204153570879042,117.997641487312,94.3054159905596,0.25,267592.58110182
2020-06-30,-0.266096854987984,139.382064668287,97.4034943432227,0.25,274871.70584071
2020-07-31,0.462688397344215,153.991673261532,99.0487355545947,0.25,287657.3884784
2020-08-31,-0.110238965197723,156.775163672638,101.98795915829,0.25,289910.87030155
2020-09-30,0.136353971354613,162.247835266957,102.7523289605,0.25,290207.527205
2020-10-31,0.0167755516523417,170.514293400219,104.496561406073,0.25,291443.97353667
2020-11-30,0.520479581391504,170.513324971153,105.238505055472,0.25,293143.83996513
2020-12-31,0.0487327395330378,191.519405008399,106.9012452572,0.25,305702.19982496
2021-01-31,0.742901704166242,160.76619802336,107.86638623108,0.25,307419.26299981
2021-02-28,-0.125265562868538,155.519403928155,108.936825272704,0.25,307142.155066
2021-03-31,0.839468767410369,164.834993571958,108.984438877277,0.25,305587.85784501
2021-04-30,-0.104691802721501,164.492286036925,109.142370582257,0.25,295767.43911597
2021-05-31,0.266557522263624,175.343695357749,112.637054136143,0.25,290939.58170511
2021-06-30,0.51967163414861,172.012929904623,116.254016196609,0.25,291870.84002574
2021-07-31,1.00753906510749,174.499180150954,115.181708992407,0.25,302497.90545195
2021-08-31,0.98493531236659,175.606368609873,118.226649160468,0.5,300167.7991951
2021-09-30,0.40042251687241,178.522991745203,118.729755254917,1,297665.62107748
2021-10-31,0.58366506925955,178.646823045847,115.914816654968,1.5,291476.11937561
2021-11-30,0.358183580426998,176.923593572592,115.942910156464,2,289275.34584353
2021-12-31,0.782835268325123,195.423679290646,115.174187218459,2.5,293482.79355155
2022-01-31,0.0372679999999974,165.705479352297,111.967935553998,3,290139.8836515
2022-02-28,0.311455926605271,163.05925121915,109.906956961602,3.5,285817.69303332
2022-03-31,1.48265988924236,171.273598108185,107.336116873391,4,284792.74524273
2022-04-30,0.961893177341858,171.169961181518,106.057300101984,4.5,281294.70551259
2022-05-31,0.384024966018986,179.824800668156,103.6140638711,5,279557.49906568
2022-06-30,1.19062710636316,178.434872205517,102.571506790105,5.5,278840.24389636
2022-07-31,0.940891085039107,177.987942182027,104.31273923166,6,287363.89333111
2022-08-31,0.666542107665968,179.134712364663,102.990171963024,6.5,290002.31366301
2022-09-30,0.522557852684368,182.374711989312,101.037923884393,6.75,295831.4960857
2022-10-31,0.347652348101841,183.291728001538,101.247076417974,7,292817.61735555
2022-11-30,0.517639656505263,180.809032415482,99.1748656055524,7.25,288445.39617944
2022-12-31,0.793924170395989,197.935840561143,99.1108509382131,7.5,294681.92939414
2023-01-31,0.226446521871514,164.747248759875,101.523470959133,7.75,296594.92527463
2023-02-28,0.29452251053137,162.489203079216,101.173517305053,7.75,293472.62852338
2023-03-31,1.25348677152025,172.699133230943,97.919330000303,7.75,290325.2049135
2023-04-30,0.556251880069387,172.353130034136,97.9882891973178,7.75,285295.47277182
2023-05-31,0.31786146413237,177.719176835292,95.0382144436755,7.75,284980.89691456
2023-06-30,-0.152769746155551,177.192993277921,93.725993819375,7.75,285160.15178922
2023-07-31,0.391066276983018,176.179873816439,92.7910818568003,7.75,290956.28947337
2023-08-31,0.376132603479856,179.244835514059,94.2061584152827,7.75,290521.6124739
2023-09-30,0.0164026333286269,180.721017976619,94.40214982958,7.5,290677.90748628
2023-10-31,-0.322447443370826,182.041114444157,96.9225068684561,7.25,290183.26323174
2023-11-30,-0.163060842314584,182.076781161936,95.9178970351414,7,293352.90056198
2023-12-31,0.405777961086682,196.064002329094,95.8065053550103,6.75,302237.05940572
2024-01-31,0.0192113272793558,167.763729071427,95.9810146097874,6.5,302559.06707648
2024-02-29,0.557510800936321,167.627777899434,97.8122087624845,6.25,301723.20209681
2024-03-31,1.00938516188575,171.991601943114,93.7576041494104,6.25,302285.81117138
2024-04-30,-0.0516715997229469,181.884033744884,93.4480703584469,6,300436.02556459
2024-05-31,-0.0907064485030323,187.861455834207,94.3117090356836,5.75,307307.01321256
2024-06-30,0.121741927959431,177.84964450269,94.8833748272745,5.75,318850.27126668
2024-07-31,0.236268738691571,184.739893585405,94.499610988795,5.75,326131.68772824
2024-08-31,0.284170528141876,186.36135917895,94.8537739481468,5.5,332608.90363454
2024-09-30,-0.237560474773851,187.029143584624,96.3594387993203,5.25,334036.69855636
2024-10-31,-0.0931035230159262,189.015297801315,95.4785045916523,5.25,337894.69501884
2024-11-30,0.0941530377317251,190.055398147607,94.3416626270221,5,336801.52351663
2024-12-31,0.105667996950954,205.997040254343,92.3237397542806,5,344028.26259912
2025-01-31,-0.0933179134509413,175.166506419558,92.4929434975364,4.75,342729.06038258
2025-02-28,0.188012094871704,172.538148786504,91.9101444321245,4.75,340710.20723183
2025-03-31,0.810159321766145,180.237978310441,90.8030187718355,4.75,339138.68201438
2025-04-30,0.31806633832046,184.408217884042,92.1819075605968,4.75,334153.82934124
2025-05-31,-0.0564746187563057,192.196579843804,92.2788048412405,4.5,344519.01481653
2025-06-30,0.128679643778829,186.558284354047,91.451730977883,4.5,340255.79743764
2025-07-31,0.231431002364371,191.348258485481,90.5248964129403,4.5,350198.51386562
2025-08-31,-0.29025398690341,192.453607679855,90.3200027658759,4.5,350189.56875089
2025-09-30,0.0111517897177685,195.356042202986,89.8330766882605,4.25,350518.55232705
2025-10-31,-0.0996274056654658,196.694490026355,87.6706324541718,4.25,353785.25244379
2025-11-30,0.110781919406383,193.04044192398,86.3777240914767,4.25,364391.37201986
2025-12-31,0.244108583947482,213.891197196504,86.52212934362,4.25,383367.07528122
